problem,run,order,trial,time,count,lprior,llikelihood,lposterior,trs
"c044",0,3,1,0.000024854,1,-1.3862943611198906,-inf,-inf,""
"c044",0,3,1,0.079374911,139,-21.792880667640187,0,-21.792880667640187,"+ = +; C = TAIL;"
"c044",0,3,1,0.122350866,219,-20.67162428777014,0,-20.67162428777014,"EMPTY = EMPTY; C = TAIL;"
"c044",0,3,1,0.817253151,1004,-11.951725668966958,0,-11.951725668966958,"C = TAIL;"
"c044",0,3,2,601.2848841480001,1016967,-1.6739764335716716,-inf,-inf,""
"c044",0,3,2,601.597222882,1016973,-21.892352919737487,-65.37948551980007,-87.27183843953756,"FALSE = TRUE; C = TAIL;"
"c044",0,3,2,601.606566615,1016982,-11.994223100424065,-65.37948551980007,-77.37370862022414,"C = TAIL;"
"c044",0,3,2,601.616631663,1016991,-11.994222504558152,-65.37948551980007,-77.37370802435822,"C = TAIL;"
"c044",0,3,2,601.638708416,1017012,-11.994216541812005,-65.37948551980007,-77.37370206161208,"C = TAIL;"
"c044",0,3,2,606.9028475150001,1019206,-11.99253622642312,-65.37948551980007,-77.3720217462232,"C = TAIL;"
"c044",0,3,2,608.5398981870001,1019684,-11.992295476485907,-65.37948551980007,-77.37178099628598,"C = TAIL;"
"c044",0,3,3,1200.476705351,1170107,-1.6739764335716716,-inf,-inf,""
"c044",0,3,3,1200.858355369,1170143,-94.52200861245448,-0.42835842207461483,-94.9503670345291,".(C v0_) = .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 9)) NIL))))))))));"
"c044",0,3,3,1205.965238522,1171101,-91.12081123079233,-0.42835842207461483,-91.54916965286694,".(C v0_) = .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 9)) NIL))))))))));"
"c044",0,3,4,1800.5723115199999,1268716,-1.6739764335716716,-inf,-inf,""
"c044",0,3,4,1800.585797729,1268718,-91.52627633890049,-0.8005784065986616,-92.32685474549915,".(C v0_) = .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 9)) NIL))))))))));"
"c044",0,3,4,1811.193359142,1269998,-91.12081123079233,-0.8005784065986616,-91.92138963739099,".(C v0_) = .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 9)) NIL))))))))));"
