problem,run,order,trial,time,count,lprior,llikelihood,lposterior,trs
"c057",0,1,1,0.000023205,1,-1.3862943611198906,-inf,-inf,""
"c057",0,1,1,0.052144447,93,-18.170841637197306,0,-18.170841637197306,"C = .(.(IF FALSE) NIL);"
"c057",0,1,1,0.052391993,94,-11.57488104387042,0,-11.57488104387042,"C = TAIL;"
"c057",0,1,2,601.142982427,1105525,-1.6739764335716716,-inf,-inf,""
"c057",0,1,2,601.4450433940001,1105530,-21.892352919737487,-10.17838920172415,-32.070742121461635,"TRUE = FALSE; C = TAIL;"
"c057",0,1,2,601.465218118,1105548,-11.994223100834013,-10.17838920172415,-22.172612302558164,"C = TAIL;"
"c057",0,1,2,601.515155098,1105579,-11.994223099841964,-10.17838920172415,-22.17261230156611,"C = TAIL;"
"c057",0,1,2,601.583817867,1105637,-11.99422297937095,-10.17838920172415,-22.172612181095097,"C = TAIL;"
"c057",0,1,2,601.6789094300001,1105732,-11.897733726484866,-10.17838920172415,-22.076122928209017,"C = TAIL;"
"c057",0,1,3,1200.7603074610001,1314164,-1.6739764335716716,-inf,-inf,""
"c057",0,1,3,1200.9195251610001,1314168,-79.76316495902917,-71.47938642381706,-151.24255138284622,".(C v0_) = .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 3)) NIL))))))));"
"c057",0,1,3,1201.015972134,1314190,-49.62746274482575,-57.57554078355563,-107.20300352838137,".(C v0_) = .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 3)) v0_));"
"c057",0,1,3,1202.188652869,1314481,-29.313250859544688,-33.287363371459584,-62.60061423100427,".(C v0_) = .(TAIL .(TAIL v0_));"
"c057",0,1,3,1202.19788459,1314485,-46.3702229341024,-12.385989481860403,-58.75621241596281,".(C v0_) = .(TAIL .(.(CONS .(HEAD .(TAIL .(TAIL v0_)))) v0_));"
"c057",0,1,3,1202.778198508,1314611,-19.84470768176309,-12.385989481860403,-32.23069716362349,".(C v0_) = v0_;"
"c057",0,1,4,1800.401805629,1421992,-1.6739764335716716,-inf,-inf,""
"c057",0,1,4,1800.570530493,1421994,-146.50242431806637,-0.7805281983928867,-147.28295251645926,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v4_)) .(.(CONS .(DIGIT v5_)) .(.(CONS .(DIGIT v6_)) v7_)))))))) = .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v4_)) .(.(CONS .(DIGIT v5_)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT v6_)) v7_))))))));"
"c057",0,1,4,1800.579744005,1421996,-146.23497336300886,-0.7805281983928867,-147.01550156140175,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v4_)) .(v5_ .(.(CONS .(DIGIT v6_)) v7_)))))))) = .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v4_)) .(v5_ .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT v6_)) v7_))))))));"
"c057",0,1,4,1807.920581467,1423108,-136.02206995810997,-0.7805281983928867,-136.80259815650285,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v4_)) .(.(CONS .(DIGIT v5_)) v6_))))))) = .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v4_)) .(.(CONS .(DIGIT v5_)) .(.(CONS .(DIGIT 4)) v6_)))))));"
"c057",0,1,4,1809.531506979,1423314,-132.89053614339693,-0.7805281983928867,-133.67106434178982,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v4_)) .(.(CONS .(DIGIT v5_)) v6_))))))) = .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v4_)) .(.(CONS .(DIGIT v5_)) .(.(CONS .(DIGIT 4)) v6_)))))));"
"c057",0,1,4,1809.605556048,1423332,-132.68986544793478,-0.7805281983928867,-133.47039364632766,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v4_)) .(.(CONS .(DIGIT v5_)) v6_))))))) = .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v4_)) .(.(CONS .(DIGIT v5_)) .(.(CONS .(DIGIT 4)) v6_)))))));"
"c057",0,1,4,1809.868836497,1423374,-132.42416403219553,-0.7805281983928867,-133.20469223058842,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS v4_) .(.(CONS .(DIGIT v5_)) v6_))))))) = .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS v4_) .(.(CONS .(DIGIT v5_)) .(.(CONS .(DIGIT 4)) v6_)))))));"
"c057",0,1,4,1811.2062216919999,1423568,-132.36396391265654,-0.7805281983928867,-133.14449211104943,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS v3_) .(.(CONS .(DIGIT v4_)) .(.(CONS .(DIGIT v5_)) v6_))))))) = .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS v3_) .(.(CONS .(DIGIT v4_)) .(.(CONS .(DIGIT v5_)) .(.(CONS .(DIGIT 4)) v6_)))))));"
"c057",0,1,4,1838.579050472,1426669,-131.63725353311233,-0.7805281983928867,-132.41778173150522,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(v4_ .(.(CONS .(DIGIT v5_)) v6_))))))) = .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(v4_ .(.(CONS .(DIGIT v5_)) .(.(CONS .(DIGIT 4)) v6_)))))));"
