problem,run,order,trial,time,count,lprior,llikelihood,lposterior,trs
"c059",0,3,1,0.000018561,1,-1.3862943611198906,-inf,-inf,""
"c059",0,3,1,0.363750102,589,-11.951725668966958,0,-11.951725668966958,"C = TAIL;"
"c059",0,3,2,601.099935901,1070728,-1.6739764335716716,-inf,-inf,""
"c059",0,3,2,601.442411709,1070741,-11.994223076092101,-27.27138634624678,-39.26560942233888,"C = TAIL;"
"c059",0,3,2,601.534803717,1070819,-11.994223046627749,-27.27138634624678,-39.265609392874524,"C = TAIL;"
"c059",0,3,2,601.623156274,1070909,-11.992348971463242,-27.27138634624678,-39.26373531771002,"C = TAIL;"
"c059",0,3,3,1200.5677123149999,1263672,-1.6739764335716716,-inf,-inf,""
"c059",0,3,3,1200.947508188,1263685,-80.73502554205814,-73.20859651958934,-153.9436220616475,".(C v0_) = .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 3)) NIL))))))));"
"c059",0,3,3,1201.280308331,1263756,-80.70762656787002,-73.20859651958934,-153.91622308745934,".(C v0_) = .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 3)) NIL))))))));"
"c059",0,3,3,1202.205977915,1263962,-34.939522227175274,-104.46318850397114,-139.4027107311464,".(C v0_) = .(.(CONS .(DIGIT 5)) NIL);"
"c059",0,3,3,1203.3932684269998,1264227,-24.574618849413312,-54.584306419421935,-79.15892526883525,".(C v0_) = .(TAIL v0_);"
"c059",0,3,3,1203.396556883,1264229,-19.841055969494256,-42.61145367352289,-62.452509643017144,".(C v0_) = v0_;"
"c059",0,3,3,1236.9438607289999,1269637,-18.642560093273914,-42.61145367352289,-61.2540137667968,"C = .(.(IF FALSE) NIL);"
"c059",0,3,3,1315.459228465,1282346,-18.642543133491785,-42.61145367352289,-61.25399680701467,"C = .(.(IF FALSE) NIL);"
"c059",0,3,4,1800.50423922,1361544,-1.6739764335716716,-inf,-inf,""
"c059",0,3,4,1800.8475500450002,1361552,-156.62709098921783,-0.7855407770672306,-157.41263176628507,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v4_)) .(.(CONS .(DIGIT v5_)) .(.(CONS .(DIGIT v6_)) .(.(CONS .(DIGIT v7_)) v8_))))))))) = .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v7_)) .(.(CONS .(DIGIT v4_)) .(.(CONS .(DIGIT v5_)) .(.(CONS .(DIGIT v6_)) .(.(CONS .(DIGIT v3_)) v8_))))))));"
"c059",0,3,4,1801.009236154,1361578,-156.55024176875065,-0.7855407770672306,-157.3357825458179,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v4_)) .(.(CONS .(DIGIT v5_)) .(.(CONS .(DIGIT v6_)) .(.(CONS v7_) v8_))))))))) = .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS v7_) .(.(CONS .(DIGIT v4_)) .(.(CONS .(DIGIT v5_)) .(.(CONS .(DIGIT v6_)) .(.(CONS .(DIGIT v3_)) v8_))))))));"
"c059",0,3,4,1803.461076761,1361891,-11.994222631041033,-82.15436416049005,-94.14858679153107,"C = TAIL;"
"c059",0,3,4,1954.644052506,1380281,-11.994047251923654,-82.15436416049005,-94.14841141241371,"C = TAIL;"
"c059",0,3,5,2400.496437664,1435967,-1.6739764335716716,-inf,-inf,""
"c059",0,3,5,2400.626661047,1435969,-156.62709098921783,-1.2581087356539877,-157.88519972487182,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v4_)) .(.(CONS .(DIGIT v5_)) .(.(CONS .(DIGIT v6_)) .(.(CONS .(DIGIT v7_)) v8_))))))))) = .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v7_)) .(.(CONS .(DIGIT v4_)) .(.(CONS .(DIGIT v5_)) .(.(CONS .(DIGIT v6_)) .(.(CONS .(DIGIT v3_)) v8_))))))));"
"c059",0,3,5,2410.997212774,1436942,-156.22162588110967,-1.2581087356539877,-157.47973461676366,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v4_)) .(.(CONS .(DIGIT v5_)) .(.(CONS .(DIGIT v6_)) .(.(CONS .(DIGIT v7_)) v8_))))))))) = .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v7_)) .(.(CONS .(DIGIT v4_)) .(.(CONS .(DIGIT v5_)) .(.(CONS .(DIGIT v6_)) .(.(CONS .(DIGIT v3_)) v8_))))))));"
