problem,run,order,trial,time,count,lprior,llikelihood,lposterior,trs
"c049",3,1,6,3187.5121876020003,2454859,-50.73939871160859,-1.7000951580329207,-52.43949386964151,".(C .(.(CONS .(DIGIT v0_)) v1_)) = v1_; C = .(.(IF FALSE) NIL);"
"c049",3,1,4,1975.2084225080002,2023662,-52.460422867477654,-0.7103526435727481,-53.1707755110504,"C = TAIL; EMPTY = .(.(.(IF TRUE) .(.(.(IF .(.(> NAN) NAN)) .(EQUAL NIL)) EMPTY)) .(EQUAL .(C NIL)));"
"c049",1,1,1,301.782318186,559533,-34.596227758236616,0,-34.596227758236616,"C = TAIL; > = EQUAL; 2 = 8;"
"c049",0,1,5,2501.118919717,1997271,-54.98425138899776,-inf,-inf,".(v0_ .(EMPTY .(.(.(IF v1_) v2_) NIL))) = TAIL;"
"c049",3,1,1,324.739211338,652446,-21.908998493385845,0,-21.908998493385845,"C = TAIL; TRUE = TRUE;"
"c049",0,1,2,696.096080449,1079716,-57.12605381931147,-0.12641114559677677,-57.25246496490825,"C = TAIL; 4 = .(.(.(.(IF TRUE) .(.(IF TRUE) 2)) .(.(IF .(EMPTY .(TAIL NIL))) 1)) 4);"
"c049",0,1,1,534.403920906,897689,-45.75610608510745,-inf,-inf,".(v0_ .(CONS .(DIGIT 8))) = TAIL;"
"c049",1,1,1,286.782523984,533465,-24.681593078569982,0,-24.681593078569982,"C = TAIL; 0 = 3;"
"c049",4,1,1,205.252078731,431693,-45.16841917744966,-inf,-inf,".(CONS .(HEAD .(.(v0_ NIL) v1_))) = TAIL;"
"c049",3,1,11,6402.058068625,3055283,-36.59511757257866,-inf,-inf,".(C .(.(CONS .(HEAD v0_)) v1_)) = v1_;"
"c049",1,1,2,706.000428191,1164468,-73.27265953768614,-25.418664302570207,-98.69132384025635,"C = .(CONS .(DIGIT .(.(.(.(.(.(IF .(.(EQUAL 5) 5)) IF) IF) .(.(.(IF TRUE) FALSE) TRUE)) 6) 0)));"
"c049",4,1,5,2593.172902942,2311671,-93.37671200111978,-1.167882974176246,-94.54459497529604,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(v3_ v4_))))) = .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(v3_ v4_))); C = TAIL;"
"c049",2,1,8,4287.851387038,2620719,-500.90856762063885,-inf,-inf,".(C .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 3)) NIL))))) = .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 3)) NIL))); .(C .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 2)) NIL)))))) = .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 2)) NIL)))); .(C .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 5)) NIL)))))))) = .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 5)) NIL)))))); .(C .(.(CONS .(DIGIT 2)) NIL)) = NIL; .(C .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 8)) NIL)))) = .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 8)) NIL)); .(C .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 5)) NIL)))))))))) = .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 5)) NIL)))))))); EQUAL = EQUAL;"
"c049",1,1,4,2204.061178116,1912692,-28.557477291477117,-0.7103526435727481,-29.267829935049864,"C = TAIL; FALSE = .(EMPTY .(TAIL NIL));"
"c049",2,1,1,216.404961963,403750,-24.68158959817257,0,-24.68158959817257,"C = TAIL; 1 = 3;"
"c049",0,1,1,572.603777834,959430,-21.908964577744847,-inf,-inf,"EQUAL = EQUAL; TAIL = TAIL;"
"c049",4,1,1,134.095310567,284210,-11.994221519637811,-inf,-inf,"TAIL = TAIL;"
"c049",0,1,11,6502.696353286,2735687,-43.816081196053915,-6.074906474449131,-49.890987670503044,"EQUAL = .(.(.(.(IF .(.(> .(HEAD NIL)) NAN)) IF) IF) TRUE); C = TAIL;"
"c049",0,1,1,545.153303825,914879,-11.994223089091644,-inf,-inf,"TAIL = C;"
"c049",1,1,1,465.129029814,849811,-38.89323025523689,0,-38.89323025523689,"C = TAIL; .(v0_ CONS) = >;"
"c049",3,1,6,3130.640971827,2438386,-40.37276989112874,-1.7000951580329207,-42.07286504916166,"C = TAIL; .(IF .(v0_ 7)) = +;"
"c049",4,1,1,31.184604223,66967,-20.968997382167963,0,-20.968997382167963,"C = TAIL; IF = IF;"
"c049",2,1,1,17.94902126,34339,-28.97839859820975,-inf,-inf,".(v0_ 9) = TAIL;"
"c049",2,1,11,6478.560803363,2951817,-57.13573645360434,-48.3739950742663,-105.50973152787063,".(C .(.(CONS .(DIGIT v0_)) v1_)) = v1_; C = TAIL; 7 = 1;"
