problem,run,order,trial,time,count,lprior,llikelihood,lposterior,trs
"c048",0,1,1,0.000021483,1,-1.3862943611198906,-inf,-inf,""
"c048",0,1,1,0.100289988,122,-75.76316425157921,0,-75.76316425157921,"C = .(.(.(IF .(.(EQUAL CONS) .(.(.(IF .(.(.(.(.(.(IF TRUE) .(.(IF TRUE) EQUAL)) .(.(IF TRUE) >)) >) .(HEAD NIL)) NAN)) CONS) CONS))) TAIL) TAIL);"
"c048",0,1,1,0.197400446,277,-21.688849371227526,0,-21.688849371227526,"+ = +; C = TAIL;"
"c048",0,1,1,0.241338939,358,-11.951725668966958,0,-11.951725668966958,"C = TAIL;"
"c048",0,1,1,0.476842426,844,-11.57488104387042,0,-11.57488104387042,"C = TAIL;"
"c048",0,1,2,601.122221502,1053214,-1.6739764335716716,-inf,-inf,""
"c048",0,1,2,601.409073961,1053225,-21.909003572761943,-14.601595732891417,-36.51059930565336,"- = -; C = TAIL;"
"c048",0,1,2,601.411392403,1053232,-11.994223100831507,-14.601595732891417,-26.595818833722923,"C = TAIL;"
"c048",0,1,2,601.424679496,1053259,-11.994223100646504,-14.601595732891417,-26.59581883353792,"C = TAIL;"
"c048",0,1,2,601.448063371,1053315,-11.994223100424065,-14.601595732891417,-26.595818833315484,"C = TAIL;"
"c048",0,1,2,601.505503079,1053444,-11.99422309876432,-14.601595732891417,-26.595818831655734,"C = TAIL;"
"c048",0,1,2,601.518398338,1053466,-11.897733726484866,-14.601595732891417,-26.499329459376284,"C = TAIL;"
"c048",0,1,2,601.524358182,1053472,-18.64052697035604,-6.102634404362055,-24.743161374718092,"C = .(.(IF TRUE) NIL);"
"c048",0,1,2,601.964640878,1054460,-18.531831814004683,-6.102634404362055,-24.63446621836674,"C = .(.(IF TRUE) NIL);"
"c048",0,1,3,1201.103243741,1527796,-1.6739764335716716,-inf,-inf,""
"c048",0,1,3,1201.321195797,1527800,-27.285760181140127,-10.879466401508159,-38.16522658264829,".(C v0_) = .(.(CONS .(DIGIT 6)) NIL);"
"c048",0,1,3,1201.504394993,1527938,-37.19410560110694,-0.33813166608429757,-37.532237267191235,".(C .(v0_ v1_)) = .(v0_ NIL);"
"c048",0,1,3,1202.976083025,1528869,-36.77235277590121,-0.33813166608429757,-37.110484441985506,".(C .(.(CONS .(DIGIT v0_)) v1_)) = .(.(CONS .(DIGIT v0_)) NIL);"
"c048",0,1,3,1203.077162965,1528942,-36.685341403230666,-0.33813166608429757,-37.02347306931496,".(C .(.(CONS .(DIGIT v0_)) v1_)) = .(.(CONS .(DIGIT v0_)) NIL);"
