# c007: c xs = (cons 19 (cons 62 (cons 3 (cons 81 (cons 54 xs)))))
41,40,0,2,6;19,62,3,81,54,41,40,0,2,6
56,28,81,62,5;19,62,3,81,54,56,28,81,62,5
53,56,7,77;19,62,3,81,54,53,56,7,77
64,6,8,97;19,62,3,81,54,64,6,8,97
86,3,10;19,62,3,81,54,86,3,10
45,10,42;19,62,3,81,54,45,10,42
;19,62,3,81,54
41,2,6,5;19,62,3,81,54,41,2,6,5
83;19,62,3,81,54,83
7,10,1;19,62,3,81,54,7,10,1
9,41,5,10,9;19,62,3,81,54,9,41,5,10,9
4,61,38;19,62,3,81,54,4,61,38
3,94,5,68,97;19,62,3,81,54,3,94,5,68,97
0,91,6;19,62,3,81,54,0,91,6
8,98,5;19,62,3,81,54,8,98,5
10,5,51;19,62,3,81,54,10,5,51
0,35,16,7;19,62,3,81,54,0,35,16,7
37,8,5,82;19,62,3,81,54,37,8,5,82
82,2;19,62,3,81,54,82,2
7,91;19,62,3,81,54,7,91
80;19,62,3,81,54,80
93,96,87;19,62,3,81,54,93,96,87
6,16;19,62,3,81,54,6,16
52,10,5,1;19,62,3,81,54,52,10,5,1
77,2,47,40;19,62,3,81,54,77,2,47,40
93;19,62,3,81,54,93
5,3,9,81,10;19,62,3,81,54,5,3,9,81,10
7,70,60;19,62,3,81,54,7,70,60
3,6,8;19,62,3,81,54,3,6,8
4;19,62,3,81,54,4
5;19,62,3,81,54,5
68,87,6,6;19,62,3,81,54,68,87,6,6
10;19,62,3,81,54,10
98,5,9;19,62,3,81,54,98,5,9
3,78,10,33,55;19,62,3,81,54,3,78,10,33,55
4,7,48;19,62,3,81,54,4,7,48
72,9,55,35,6;19,62,3,81,54,72,9,55,35,6
5,38;19,62,3,81,54,5,38
2,31,72,79;19,62,3,81,54,2,31,72,79
7,0;19,62,3,81,54,7,0
0,57,33,60,82;19,62,3,81,54,0,57,33,60,82
44;19,62,3,81,54,44
6,10,45,9,10;19,62,3,81,54,6,10,45,9,10
53,59;19,62,3,81,54,53,59
64;19,62,3,81,54,64
56,17,7,91,5;19,62,3,81,54,56,17,7,91,5
66,1,11,23,94;19,62,3,81,54,66,1,11,23,94
0,68,4;19,62,3,81,54,0,68,4
81,8,0,69;19,62,3,81,54,81,8,0,69
1,8,1,25;19,62,3,81,54,1,8,1,25
