# c002: c xs = (cons 16 (cons 25 nil))
74,95,4,0,96,9,31,25,4,9;16,25
2,4;16,25
81,30,8,26,12,34,0,35,64;16,25
0,56,8,5,33,0,40,9;16,25
4,2,4,1,86,0;16,25
3,95,36,11,2,75;16,25
86,46,69,15,27,3,4,7,71,8;16,25
1,4,89;16,25
66,2,0,56,84,0,82,7,2;16,25
5,52,8,1;16,25
27,8,52,1,53,82,62;16,25
3,6,95;16,25
7,75,84;16,25
8,82,7,9,34,90,65,2,20;16,25
1;16,25
0,5,3;16,25
6,2,7,8;16,25
38,4,97,98,8,53,4,19,94;16,25
;16,25
7,26,6,4,10,0,8,9;16,25
7,6,9,66,3,13,9,33,11,40;16,25
5,0;16,25
25,8,28,8,10,0,0,48,4;16,25
94,17,3,90,68,4,7,5,10,7;16,25
1,18,0,65,5,32,5,10,83,0;16,25
24,69,5;16,25
10,10,12,56,4;16,25
2,5,3,20,7,35,32,0,91;16,25
7,9,1,2;16,25
84,20,7;16,25
2,88,4;16,25
9,9;16,25
4,3,2;16,25
64,45,4,99,96,6,1,15,19;16,25
3;16,25
27,6,47;16,25
1,7,0,75,3,2;16,25
91,3,7,0;16,25
88,71,38,11,2;16,25
1,49,35,0;16,25
37,1,6,9,10,4,6,5,11,10;16,25
65,6,9,6,31,19,2,91,9,3;16,25
0,93,74,2,30;16,25
6,24,25,6,54;16,25
2,5,4,5,20,75,7;16,25
3,3,98,1,12;16,25
76,8,73,44,85;16,25
76;16,25
8;16,25
10,9,34,78,3,44,30;16,25
