Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
10	:	1595515609.284	 33012.267	0	0	0	0	./run_single.sh out/1595515609/results c042_5 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c042_5.json ../../../../../list-routine-learning-rs/Cargo.toml
2	:	1595515609.269	 33013.736	0	0	0	0	./run_single.sh out/1595515609/results c041_2 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c041_2.json ../../../../../list-routine-learning-rs/Cargo.toml
5	:	1595515609.274	 33014.174	0	0	0	0	./run_single.sh out/1595515609/results c041_5 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c041_5.json ../../../../../list-routine-learning-rs/Cargo.toml
1	:	1595515609.268	 33014.359	0	0	0	0	./run_single.sh out/1595515609/results c041_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c041_1.json ../../../../../list-routine-learning-rs/Cargo.toml
7	:	1595515609.277	 33014.677	0	0	0	0	./run_single.sh out/1595515609/results c042_2 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c042_2.json ../../../../../list-routine-learning-rs/Cargo.toml
6	:	1595515609.276	 33014.828	0	0	0	0	./run_single.sh out/1595515609/results c042_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c042_1.json ../../../../../list-routine-learning-rs/Cargo.toml
8	:	1595515609.279	 33014.853	0	0	0	0	./run_single.sh out/1595515609/results c042_3 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c042_3.json ../../../../../list-routine-learning-rs/Cargo.toml
4	:	1595515609.272	 33015.162	0	0	0	0	./run_single.sh out/1595515609/results c041_4 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c041_4.json ../../../../../list-routine-learning-rs/Cargo.toml
3	:	1595515609.271	 33015.236	0	0	0	0	./run_single.sh out/1595515609/results c041_3 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c041_3.json ../../../../../list-routine-learning-rs/Cargo.toml
9	:	1595515609.281	 33015.273	0	0	0	0	./run_single.sh out/1595515609/results c042_4 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c042_4.json ../../../../../list-routine-learning-rs/Cargo.toml
11	:	1595515609.287	 33019.161	0	0	0	0	./run_single.sh out/1595515609/results c043_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c043_1.json ../../../../../list-routine-learning-rs/Cargo.toml
12	:	1595515609.291	 33020.628	0	0	0	0	./run_single.sh out/1595515609/results c043_2 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c043_2.json ../../../../../list-routine-learning-rs/Cargo.toml
22	:	1595548624.556	 33011.200	0	0	0	0	./run_single.sh out/1595515609/results c045_2 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c045_2.json ../../../../../list-routine-learning-rs/Cargo.toml
21	:	1595548624.510	 33011.684	0	0	0	0	./run_single.sh out/1595515609/results c045_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c045_1.json ../../../../../list-routine-learning-rs/Cargo.toml
16	:	1595548623.629	 33012.613	0	0	0	0	./run_single.sh out/1595515609/results c044_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c044_1.json ../../../../../list-routine-learning-rs/Cargo.toml
17	:	1595548623.957	 33012.579	0	0	0	0	./run_single.sh out/1595515609/results c044_2 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c044_2.json ../../../../../list-routine-learning-rs/Cargo.toml
20	:	1595548624.438	 33012.931	0	0	0	0	./run_single.sh out/1595515609/results c044_5 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c044_5.json ../../../../../list-routine-learning-rs/Cargo.toml
19	:	1595548624.136	 33014.626	0	0	0	0	./run_single.sh out/1595515609/results c044_4 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c044_4.json ../../../../../list-routine-learning-rs/Cargo.toml
18	:	1595548624.106	 33015.213	0	0	0	0	./run_single.sh out/1595515609/results c044_3 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c044_3.json ../../../../../list-routine-learning-rs/Cargo.toml
13	:	1595548621.553	 33018.483	0	0	0	0	./run_single.sh out/1595515609/results c043_3 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c043_3.json ../../../../../list-routine-learning-rs/Cargo.toml
14	:	1595548623.007	 33017.463	0	0	0	0	./run_single.sh out/1595515609/results c043_4 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c043_4.json ../../../../../list-routine-learning-rs/Cargo.toml
23	:	1595548628.451	 33012.712	0	0	0	0	./run_single.sh out/1595515609/results c045_3 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c045_3.json ../../../../../list-routine-learning-rs/Cargo.toml
24	:	1595548629.921	 33013.217	0	0	0	0	./run_single.sh out/1595515609/results c045_4 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c045_4.json ../../../../../list-routine-learning-rs/Cargo.toml
15	:	1595548623.450	 33020.980	0	0	0	0	./run_single.sh out/1595515609/results c043_5 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c043_5.json ../../../../../list-routine-learning-rs/Cargo.toml
27	:	1595581636.245	 33010.996	0	0	0	0	./run_single.sh out/1595515609/results c046_2 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c046_2.json ../../../../../list-routine-learning-rs/Cargo.toml
25	:	1595581635.760	 33011.569	0	0	0	0	./run_single.sh out/1595515609/results c045_5 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c045_5.json ../../../../../list-routine-learning-rs/Cargo.toml
26	:	1595581636.198	 33011.493	0	0	0	0	./run_single.sh out/1595515609/results c046_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c046_1.json ../../../../../list-routine-learning-rs/Cargo.toml
28	:	1595581636.539	 33012.231	0	0	0	0	./run_single.sh out/1595515609/results c046_3 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c046_3.json ../../../../../list-routine-learning-rs/Cargo.toml
29	:	1595581637.373	 33012.710	0	0	0	0	./run_single.sh out/1595515609/results c046_4 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c046_4.json ../../../../../list-routine-learning-rs/Cargo.toml
31	:	1595581639.322	 33011.546	0	0	0	0	./run_single.sh out/1595515609/results c047_1 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c047_1.json ../../../../../list-routine-learning-rs/Cargo.toml
30	:	1595581638.764	 33012.430	0	0	0	0	./run_single.sh out/1595515609/results c046_5 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c046_5.json ../../../../../list-routine-learning-rs/Cargo.toml
32	:	1595581640.038	 33012.000	0	0	0	0	./run_single.sh out/1595515609/results c047_2 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c047_2.json ../../../../../list-routine-learning-rs/Cargo.toml
33	:	1595581640.473	 33012.891	0	0	0	0	./run_single.sh out/1595515609/results c047_3 5 small_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c047_3.json ../../../../../list-routine-learning-rs/Cargo.toml
