problem,run,order,trial,time,count,generalizes,lprior,llikelihood,lposterior,trs
"c001",4,2,1,241.641789825,456750,true,-59.406755575307095,-0.0010005003335835344,-59.40775607564068,"C = TAIL; IF = IF; FALSE = .(.(.(.(.(IF FALSE) .(IF FALSE)) EQUAL) .(.(> .(.(+ NAN) NAN)) NAN)) TRUE);"
"c001",4,2,4,2223.722322833,2745914,false,-21.416993968721513,-22.05820371056558,-43.47519767928709,".(C .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 2)) NIL))))) = .(.(CONS .(DIGIT 3)) NIL); .(C .(.(CONS .(DIGIT 9)) .(v0_ .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 8)) .(v0_ NIL)))))) = .(.(CONS .(DIGIT 9)) NIL);"
"c001",1,2,8,4480.732518412,4072020,true,-44.07016747598297,-3.028270355640584,-47.098437831623556,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) v3_)))) = .(.(CONS .(DIGIT v2_)) NIL); IF = .(.(.(.(IF TRUE) .(.(IF TRUE) IF)) .(.(IF TRUE) IF)) IF);"
"c001",2,2,4,2050.778007034,2563606,true,-27.245589086866396,-0.6662387729467694,-27.911827859813165,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS v3_) v4_))))) = .(.(CONS .(DIGIT v2_)) NIL); C = TAIL;"
"c001",2,2,1,155.57818044,280741,false,-28.869260537635,-6.907755278982137,-35.77701581661714,"2 = 8; 0 = 4; 9 = 9;"
"c001",0,2,4,2036.4669049319998,2569923,true,-38.89868252739266,-11.287942334294618,-50.18662486168728,".(C v0_) = .(.(CONS .(DIGIT .(op26 v0_))) NIL); .(op27 .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 2)) NIL))))) = 3; .(op27 .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 6)) NIL)))))) = 9; .(op27 v0_) = 6; .(op26 v0_) = .(op27 v0_);"
"c001",3,2,1,35.133964655,62467,false,-43.39276865239113,-6.907755278982137,-50.30052393137327,".(.(v0_ 4) 4) = .(.(.(IF TRUE) IF) IF);"
"c001",2,2,1,147.061021644,265772,false,-28.644786852822183,-6.907755278982137,-35.552542131804316,"+ = +; - = -;"
"c001",0,2,7,4086.2328539479995,3860545,true,-26.839222129907085,-2.279721686480391,-29.11894381638748,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) v3_)))) = .(.(CONS .(DIGIT v2_)) NIL); .(C .(.(CONS .(DIGIT 2)) .(v0_ .(v1_ .(.(CONS .(DIGIT 2)) NIL))))) = .(v1_ NIL);"
"c001",3,2,1,8.767329971,14766,false,-17.624416218832934,-6.907755278982137,-24.53217149781507,"6 = 3;"
