# ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
# Running Fleet on simon with PID=50366 by user piantado at Wed Dec  4 19:55:33 2019
# ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
# Executable checksum: 75de067d9790c8abe3432331157b2715  /proc/50366/exe
# 	 --input=data/c2-041.txt
# 	 --threads=2
# 	 --chains=4
# 	 --mcmc=0
# 	 --mcts=0
# 	 --time=1m (60 seconds)
# 	 --restart=0
# 	 --seed=0
# ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
# using data 873948978 -> 5465645
# using data 90599 -> 666
# using data 211 -> 
# using data 7658 -> 435
# using data 69809 -> 3656
# using data 848206650 -> 5533
# using data 3 -> 
# using data 07 -> 4
# using data 9986184 -> 66535
# using data 81151 -> 5
# using data 870 -> 54
# using data 810 -> 5
# using data  -> 
# using data 57104175 -> 44
# using data 1769004 -> 436
# using data 95 -> 6
# using data 57281879 -> 45546
# using data 36367 -> 334
# using data 905878130 -> 6545
# using data 925803 -> 65
# using data 6 -> 3
# using data 01 -> 
# using data 65552 -> 3
# using data 7933 -> 46
# using data 17 -> 4
# using data 5574 -> 4
# using data 047275851 -> 445
# using data 3393 -> 6
# using data 216847 -> 354
# using data 27097015 -> 464
# using data 9881 -> 655
# using data 75 -> 4
# using data 5905 -> 6
# using data 5 -> 
# using data 373 -> 4
# using data 016818652 -> 3553
# using data 5600644437 -> 334
# using data 9518 -> 65
# using data 03 -> 
# using data 986891881 -> 6535655
# using data 4120061 -> 3
# using data 4923572 -> 64
# using data 219597725 -> 6644
# using data 4136 -> 3
# using data 18 -> 5
# using data 413 -> 
# using data 4526772 -> 344
# using data 279620652 -> 4633
# using data 138 -> 5
# using data 0248657 -> 534
i_run	i_N	concept	input	output	correct.output	correct	hypothesis
0	0	"data/c2-041.txt"	"90599"	"90599"	"666"	0	"λx.x"
0	1	"data/c2-041.txt"	"5905"	"66"	"6"	0	"λx.pair(6,F(tail(tail(x))))"
0	2	"data/c2-041.txt"	"5574"	"6"	"4"	0	"λx.pair(6,Ø)"
0	3	"data/c2-041.txt"	"18"	""	"5"	0	"λx.Ø"
0	4	"data/c2-041.txt"	""	""	""	1	"λx.Ø"
0	5	"data/c2-041.txt"	"870"	""	"54"	0	"λx.Ø"
0	6	"data/c2-041.txt"	"3"	""	""	1	"λx.Ø"
0	7	"data/c2-041.txt"	"9986184"	"6655"	"66535"	0	"λx.if((7>head(x)),F(tail(x)),pair((head(x)-3),F(tail(x))))"
0	8	"data/c2-041.txt"	"047275851"	"445"	"445"	1	"λx.if((6>head(x)),F(tail(x)),pair((head(x)-3),F(tail(x))))"
0	9	"data/c2-041.txt"	"5600644437"	"334"	"334"	1	"λx.if((6>head(x)),F(tail(x)),pair((head(x)-3),F(tail(x))))"
0	10	"data/c2-041.txt"	"4136"	"3"	"3"	1	"λx.if((6>head(x)),F(tail(x)),pair((head(x)-3),F(tail(x))))"
0	11	"data/c2-041.txt"	"4923572"	"64"	"64"	1	"λx.if((6>head(x)),F(tail(x)),pair((head(x)-3),F(tail(x))))"
0	12	"data/c2-041.txt"	"870"	"54"	"54"	1	"λx.if((6>head(x)),F(tail(x)),pair((head(x)-3),F(tail(x))))"
0	13	"data/c2-041.txt"	"57104175"	"44"	"44"	1	"λx.if((6>head(x)),F(tail(x)),pair((head(x)-3),F(tail(x))))"
0	14	"data/c2-041.txt"	"216847"	"354"	"354"	1	"λx.if((6>head(x)),F(tail(x)),pair((head(x)-3),F(tail(x))))"
0	15	"data/c2-041.txt"	"01"	""	""	1	"λx.if((6>head(x)),F(tail(x)),pair((head(x)-3),F(tail(x))))"
0	16	"data/c2-041.txt"	"01"	""	""	1	"λx.if((6>head(x)),F(tail(x)),pair((head(x)-3),F(tail(x))))"
0	17	"data/c2-041.txt"	"4923572"	"64"	"64"	1	"λx.if((6>head(x)),F(tail(x)),pair((head(x)-3),F(tail(x))))"
