problem,run,order,trial,time,count,lrest,lmeta,lposterior,trs
"c041",3,1,3,1281.342340977,1265166,-inf,-17.617490099830214,-inf,".(v0_ v1_) = .(.(CONS .(DIGIT 9)) NIL);"
"c041",3,1,5,2638.651792695,1771056,-inf,-18.824790694248822,-inf,".(C .(.(CONS .(DIGIT 6)) NIL)) = .(.(CONS .(DIGIT 9)) NIL); .(C .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 1)) v0_)))))) = .(C v0_); .(v0_ NIL) = .(.(CONS .(DIGIT 9)) NIL); .(op27 v0_) = NIL; .(C v0_) = .(op26 .(op27 v0_));"
"c041",3,1,1,346.624961916,507996,-10.607928739714833,-22.118780155330906,-37.01569824748726,"EQUAL = >; C = TAIL;"
"c041",1,1,1,557.977963124,743794,-inf,-27.781740635466853,-inf,".(CONS .(v0_ 4)) = TAIL;"
"c041",4,1,2,827.968620435,932169,-inf,-16.50621112073137,-inf,".(C .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT 4)) NIL))))) = .(.(CONS .(DIGIT 9)) NIL);"
"c041",1,1,1,40.903379847,61109,-10.607928739714833,-20.812528501884557,-35.96518775587221,"C = TAIL; TRUE = TRUE;"
"c041",0,1,2,613.476919995,851134,-inf,-13.864072124578705,-inf,".(TAIL v0_) = .(.(CONS .(DIGIT 9)) NIL);"
"c041",1,1,2,1000.3721212849999,1053450,-inf,-17.964343305470443,-inf,".(op26 NIL) = .(.(CONS .(DIGIT 9)) NIL); .(op27 v0_) = NIL; .(op27 .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 4)) NIL))))) = NIL; .(op26 v0_) = .(op26 .(op27 v0_));"
"c041",4,1,2,628.062550998,806201,-inf,-11.649726506462374,-inf,".(C .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 4)) NIL))))) = .(.(CONS .(DIGIT 9)) NIL);"
"c041",3,1,1,331.236142399,486279,-inf,-25.782341801460557,-inf,".(v0_ 1) = TAIL;"
"c041",2,1,2,977.312845169,1032042,-inf,-15.737947350833945,-inf,".(C .(.(CONS .(DIGIT 7)) .(v0_ .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 4)) NIL))))) = .(.(CONS .(DIGIT 9)) NIL); .(v0_ .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 4)) NIL))))) = .(.(CONS .(DIGIT 9)) NIL);"
"c041",4,1,1,297.529228265,397330,-inf,-31.365259573922966,-inf,".(CONS .(HEAD .(TAIL .(.(v0_ 7) +)))) = TAIL;"
"c041",3,1,3,1557.119764956,1374962,-41.356774006566056,-18.146664862264394,-51.00802973312404,".(op26 NIL) = .(.(CONS .(DIGIT 9)) NIL); .(op27 v0_) = NIL; .(C v0_) = .(op26 .(op27 v0_));"
"c041",0,1,6,3065.9310726390004,1902780,-65.41858908146159,-18.192854244733773,-73.67314421452333,".(op26 v0_) = v0_; .(op27 v0_) = NIL; .(C v0_) = .(op26 .(op27 v0_));"
"c041",4,1,6,3038.1267468329997,1830910,-168.60529016268384,-17.8982035029659,-176.5582726441623,".(C v0_) = .(.(CONS .(DIGIT 9)) NIL); .(C .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 6)) NIL))))))) = .(.(CONS .(DIGIT 9)) NIL); .(C NIL) = .(.(CONS .(DIGIT 9)) NIL); .(C .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 2)) NIL))) = .(.(CONS .(DIGIT 9)) NIL); .(C .(.(CONS .(DIGIT 0)) NIL)) = .(.(CONS .(DIGIT 9)) NIL); TAIL = C;"
"c041",3,1,6,3229.887504049,1952718,-197.62356384838833,-19.10914497660793,-206.69705254533807,".(C .(.(CONS .(DIGIT 4)) NIL)) = NIL; .(C .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 6)) NIL)))) = NIL; .(C .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 6)) v0_)))) = .(.(CONS .(DIGIT 9)) .(C v0_)); .(C .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 5)) v0_)))) = .(.(CONS .(DIGIT 9)) .(C v0_)); .(op26 v0_) = .(.(CONS .(DIGIT 9)) v0_); .(op27 v0_) = NIL; .(C v0_) = .(op26 .(op27 v0_));"
"c041",2,1,3,1419.083666218,1260250,-358.25708262211015,-40.30569966454488,-390.06224002850706,".(op28 .(op27 v0_)) = .(op26 .(op27 v0_)); .(op28 NIL) = .(.(CONS .(DIGIT 9)) NIL); .(C v0_) = .(op28 .(op29 v0_)); .(op26 NIL) = .(.(CONS .(DIGIT 9)) NIL); .(op27 v0_) = NIL; .(.(op30 v0_) v0_) = .(op27 v0_); .(.(op30 .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 4)) NIL))))) .(.(CONS .(.(.(.(v0_ op28) TAIL) 3) NIL)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 4)) NIL))))) = NIL; .(.(op30 .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 6)) NIL))))))) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 6)) NIL))))))) = NIL; .(op29 v0_) = .(.(op30 v0_) v0_);"
"c041",2,1,4,2118.912563163,1530209,-374.0197430004904,-18.724299155702496,-384.0379137198841,".(op28 .(op27 v0_)) = .(op26 .(op27 v0_)); .(op28 NIL) = .(.(CONS .(DIGIT 9)) NIL); .(op29 v0_) = .(op27 v0_); .(op29 .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 4)) NIL))))) = NIL; .(op29 .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 6)) NIL))))))) = NIL; .(op29 NIL) = NIL; .(C v0_) = .(op28 .(op29 v0_)); .(op26 NIL) = .(.(CONS .(DIGIT 9)) NIL); .(op27 v0_) = NIL; .(C .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 4)) NIL))))) = .(.(CONS .(DIGIT 9)) NIL); .(C .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 6)) NIL))))))) = .(.(CONS .(DIGIT 9)) NIL); .(C NIL) = .(.(CONS .(DIGIT 9)) NIL); op29 = op27;"
"c041",1,1,2,609.030169897,805810,-inf,-15.057842165644397,-inf,".(C NIL) = .(.(CONS .(DIGIT 9)) NIL); .(C .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 6)) .(v0_ v1_))))) = .(C v1_);"
"c041",2,1,5,2449.643978183,1650702,-42.11634817402084,-17.55003924869508,-50.3566584368948,".(op26 NIL) = .(.(CONS .(DIGIT 9)) NIL); .(op27 v0_) = NIL; .(C v0_) = .(op26 .(op27 v0_));"
"c041",3,1,1,531.264415372,763542,-11.994223100834724,-25.00218324391098,-41.28539569718723,"C = TAIL; 2 = 0;"
"c041",2,1,1,418.854542142,556416,-11.994223100834724,-25.28986531636276,-41.37531503691154,"C = TAIL; 4 = 0;"
"c041",2,1,4,2279.366913666,1589817,-17.78870240995201,-17.392608928617463,-26.47518290226067,".(C v0_) = .(.(CONS .(DIGIT 9)) NIL);"
"c041",0,1,4,2311.867509682,1654425,-41.68388083246454,-17.682028620967785,-50.6469136085842,".(op26 NIL) = .(.(CONS .(DIGIT 9)) NIL); .(op27 v0_) = NIL; .(C v0_) = .(op26 .(op27 v0_));"
"c041",2,1,1,53.502690578,77300,-inf,-28.303616095419425,-inf,"IF = .(.(.(IF .(.(EQUAL TAIL) C)) IF) IF);"
"c041",3,1,2,1065.115523128,1151988,-24.177401926499037,-19.498861727747954,-36.15767261031483,".(C v0_) = v0_;"
"c041",3,1,1,388.278217511,563980,-10.137925110469096,-25.66455876580417,-40.09147322871479,"C = TAIL; NAN = NAN;"
"c041",3,1,1,253.983910846,378544,-20.786675844704188,-36.44873219197148,-61.52439738911718,"C = .(CONS .(DIGIT .(.(.(IF .(EMPTY .(C NIL))) 3) 3)));"
"c041",3,1,1,503.491572622,724387,-inf,-29.455717069038524,-inf,".(CONS .(HEAD .(C .(C .(TAIL v0_))))) = TAIL;"
"c041",2,1,1,347.948160869,464758,-inf,-37.09535935689654,-inf,"C = .(.(.(.(.(IF .(.(> .(DIGIT 8)) NAN)) IF) IF) .(EMPTY NIL)) NIL);"
"c041",1,1,1,376.341712507,512570,-17.46243950417816,-30.380306603727377,-52.387476622178355,"C = .(CONS .(DIGIT .(.(.(IF TRUE) 9) 5)));"
"c041",2,1,3,1226.184693738,1179153,-24.867754186172693,-19.148365689761206,-35.51557761778593,".(C v0_) = .(.(CONS .(DIGIT 9)) NIL); HEAD = .(.(.(IF TRUE) HEAD) HEAD);"
"c041",4,1,7,3869.5184321999996,2059595,-221.94475270202489,-26.643426748808118,-237.95177721386793,".(C v0_) = .(.(CONS .(DIGIT 9)) NIL); .(C .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 4)) NIL))))) = .(.(CONS .(DIGIT 9)) NIL); .(C .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 6)) NIL))))))) = .(.(CONS .(DIGIT 9)) NIL); .(C .(v0_ >)) = .(.(CONS .(DIGIT 9)) NIL); .(C .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 2)) NIL))) = .(.(CONS .(DIGIT 9)) NIL); .(C .(.(CONS .(DIGIT 0)) NIL)) = .(.(CONS .(DIGIT 9)) NIL);"
"c041",2,1,6,3093.2303336130003,1855623,-48.153891101637775,-17.718396265138654,-55.88493872731051,".(op26 v0_) = .(.(CONS .(DIGIT 9)) v0_); .(op27 v0_) = NIL; .(C v0_) = .(op26 .(op27 v0_)); IF = IF;"
"c041",0,1,1,366.86567441,534133,-10.831072291029042,-25.092039573032835,-39.89077360233868,"C = .(CONS .(DIGIT 8));"
"c041",4,1,1,332.042069604,439476,-inf,-27.36052717039055,-inf,".(v0_ .(EQUAL 6)) = TAIL;"
"c041",4,1,2,915.5595045709999,986379,-67.5600764860505,-20.781023671098104,-80.75207769028003,".(C .(.(v0_ .(DIGIT 7)) .(.(v0_ .(DIGIT 3)) .(.(v0_ .(DIGIT 6)) .(.(v0_ .(DIGIT 4)) NIL))))) = .(.(v0_ .(DIGIT 9)) NIL); C = TAIL;"
"c041",4,1,1,0.968789286,1322,-5.650537960137389,-16.242245574896906,-25.9661121506257,"C = TAIL;"
"c041",1,1,1,53.733704429,79031,-inf,-23.137349736325483,-inf,".(CONS .(HEAD .(TAIL NIL))) = TAIL;"
"c041",3,1,1,39.308647325,62005,-inf,-20.5989544015865,-inf,".(CONS v0_) = TAIL;"
"c041",4,1,1,453.130182815,594220,-11.994223100834724,-27.774771966150762,-43.84232368257689,"C = TAIL; 9 = 5;"
"c041",4,1,6,3558.734276186,1980538,-265.48531511583707,-36.861228226388086,-292.40132232073773,".(op26 NIL) = .(.(CONS .(DIGIT 9)) NIL); .(C v0_) = .(op26 .(op27 v0_)); .(op27 v0_) = .(op28 v0_); .(op29 v0_) = NIL; .(op29 .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 4)) NIL))))) = .(op29 .(C .(op28 .(op27 .(op26 .(C .(op27 .(C NIL)))))))); .(op29 .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 6)) NIL))))))) = NIL; .(op29 NIL) = NIL; .(op29 .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 2)) NIL))) = NIL; .(op29 .(.(CONS .(DIGIT 0)) NIL)) = NIL; .(op28 v0_) = .(op29 v0_);"
"c041",4,1,7,3916.5880482899997,2071876,-43.29736440410692,-16.46563329664329,-49.12659546378515,".(op26 NIL) = .(.(CONS .(DIGIT 9)) NIL); .(op27 v0_) = NIL; .(C v0_) = .(op26 .(op27 v0_));"
