problem,run,order,trial,time,count,lrest,lmeta,lposterior,trs
"c026",0,1,1,0.000026558,1,-inf,-0.6931471805599453,-inf,""
"c026",0,1,1,0.015108006,19,-9.575806192315556,-9.966180621874551,-23.705909936783904,".(C v0_) = NIL;"
"c026",0,1,1,0.892481101,995,-5.650537960137389,-8.787525625532906,-18.601986708264093,"C = TAIL;"
"c026",0,1,2,601.734875938,875448,-inf,-1.3862943611198906,-inf,""
"c026",0,1,2,602.211269486,875467,-16.337967652836657,-27.961066988456746,-33.976359359347335,"C = TAIL;"
"c026",0,1,2,602.262139409,875535,-20.825354803168363,-19.17216867911187,-29.674848200334164,"C = TAIL; IF = IF;"
"c026",0,1,2,602.289002819,875571,-16.337967652836657,-19.907179904838525,-25.922472275729113,"C = TAIL;"
"c026",0,1,2,602.422619209,875662,-21.295358432414098,-14.694831864633663,-25.667515015101692,"> = >; C = TAIL;"
"c026",0,1,2,602.423191854,875663,-16.337967652836657,-17.58520362252983,-23.600495993420417,"C = TAIL;"
"c026",0,1,2,604.501763003,877641,-16.337967652836657,-11.90104093474328,-17.91633330563387,"C = TAIL;"
"c026",0,1,3,1201.520799156,1156053,-inf,-1.3862943611198906,-inf,""
"c026",0,1,3,1201.750504004,1156057,-67.32361339924064,-9.307104040408491,-56.625649116873774,".(C v0_) = .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 5)) NIL)));"
"c026",0,1,3,1201.810966604,1156082,-51.84413461679718,-22.563936811553184,-54.403003105574996,".(C v0_) = NIL;"
"c026",0,1,3,1201.8140029370002,1156084,-47.41879043121803,-23.662549100221295,-51.07627120866396,".(C v0_) = .(.(CONS .(DIGIT 4)) NIL);"
"c026",0,1,3,1202.360741378,1156269,-27.228575117670673,-15.425719373176458,-22.64922616807177,"C = TAIL;"
"c026",0,1,3,1207.515940185,1157749,-28.788584691381605,-13.302602767993958,-22.086119136600203,".(C .(.(CONS v0_) .(.(CONS .(DIGIT v1_)) v2_))) = .(.(CONS v0_) v2_);"
"c026",0,1,3,1220.432392357,1161196,-27.228575117670673,-14.584017498293374,-21.807524293188685,"C = TAIL;"
"c026",0,1,3,1225.305778158,1162518,-27.228575117670673,-14.296335425841592,-21.519842220736905,"C = TAIL;"
