problem,run,order,trial,time,count,lrest,lmeta,lposterior,trs
"c049",3,1,2,781.689893134,921697,-41.04637306496451,-29.850879554010834,-73.53419563631951,"C = .(CONS .(.(.(IF TRUE) .(DIGIT 3)) NAN));"
"c049",0,1,3,1641.739085288,1391127,-101.67105044884288,-45.32464187830599,-148.8606261683859,"C = TAIL; .(C .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 3)) NIL))))) = .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 3)) NIL))); EQUAL = .(.(.(IF .(EMPTY .(.(CONS .(DIGIT 8)) .(.(CONS .(HEAD .(C .(C NIL)))) .(C NIL))))) >) EQUAL);"
"c049",4,1,8,4339.220056585999,1954187,-inf,-20.9919969896961,-inf,"NAN = NAN;"
"c049",3,1,1,46.179194762,61613,-inf,-26.107764201895183,-inf,".(CONS .(v0_ NIL)) = TAIL;"
"c049",0,1,6,3489.7169112079996,1896529,-39.402922599889514,-31.528735534334203,-71.31839197104114,".(C .(v0_ v1_)) = v1_; .(.(v0_ DIGIT) .(EMPTY v1_)) = TAIL;"
"c049",1,1,1,479.63929884,654656,-15.788463070606484,-26.88379904226089,-46.87060532782557,"EQUAL = EQUAL; C = .(CONS .(DIGIT 0));"
"c049",4,1,1,516.372038092,721082,-17.46243950417816,-28.300865062047535,-50.483916469654645,"C = .(CONS .(DIGIT .(.(.(IF FALSE) 9) 5)));"
"c049",4,1,5,2832.9937248759998,1657805,-26.7059115150466,-34.793255148739846,-62.43781500658277,"HEAD = HEAD; C = TAIL; - = .(IF .(EMPTY .(C .(.(CONS .(HEAD NIL)) NIL))));"
"c049",3,1,1,416.472825866,563369,-inf,-31.652941646374735,-inf,"C = .(CONS .(HEAD .(.(CONS NAN) NIL)));"
"c049",3,1,1,383.887196477,520294,-5.650537960137389,-22.08103982734806,-32.48068202762019,"C = TAIL;"
"c049",4,1,5,2554.4323295179997,1594019,-inf,-12.04983979949859,-inf,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) v4_))))) = .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) v4_))); .(C .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 5)) NIL)))))))) = .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 5)) NIL)))))); .(C .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 2)) NIL)))))) = .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 2)) NIL))));"
"c049",1,1,1,114.063206911,164036,-inf,-21.174318546490053,-inf,"- = -;"
"c049",3,1,1,319.256702362,433072,-inf,-26.800911382455133,-inf,"+ = +;"
"c049",2,1,1,584.523126991,794489,-inf,-28.880352924134968,-inf,".(CONS .(.(.(IF TRUE) NAN) v0_)) = TAIL;"
"c049",2,1,2,925.699726372,1013930,-12.1206342464315,-26.732249144133696,-40.66428834655619,"C = TAIL; 8 = 3;"
"c049",3,1,8,4688.696185491,2026553,-inf,-24.110627399573247,-inf,".(CONS .(DIGIT 3)) = TAIL;"
"c049",4,1,9,4967.167601747,2039411,-9.661443681576966,-23.02443763090369,-30.547806613390442,"C = TAIL;"
"c049",2,1,2,811.83313208,950518,-inf,-28.243295210226062,-inf,"C = .(CONS .(HEAD .(TAIL .(TAIL .(C .(TAIL .(TAIL NIL)))))));"
"c049",0,1,1,10.383370021,18249,-inf,-30.304387613237708,-inf,".(CONS .(HEAD .(C .(.(.(IF v0_) NIL) v1_)))) = TAIL;"
