problem,run,order,trial,time,count,lrest,lmeta,lposterior,trs
"c055",0,1,1,0.000025757,1,-inf,-0.6931471805599453,-inf,""
"c055",0,1,1,0.013075969,26,-5.650537960137389,-6.302618975744905,-16.70979176826954,"C = TAIL;"
"c055",0,1,2,601.689799698,959179,-inf,-1.3862943611198906,-inf,""
"c055",0,1,2,602.217597556,959193,-31.570216783132572,-23.97208294189247,-32.70327433803458,"C = TAIL;"
"c055",0,1,2,602.239556897,959211,-31.570216783132572,-7.940227765145702,-16.671419161287815,"C = TAIL;"
"c055",0,1,3,1201.1321482649998,1233394,-inf,-1.3862943611198906,-inf,""
"c055",0,1,3,1201.3657275399999,1233400,-165.469375589065,-14.265413515503008,-124.99574075835098,".(C .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 9)) NIL))) = NIL; .(C .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 8)) v0_))) = .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 8)) .(C v0_))))); .(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) v4_))))) = .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) v4_))));"
"c055",0,1,3,1201.4720881699998,1233429,-98.63959951039858,-9.769727562356604,-53.67027872653814,".(C v0_) = .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 8)) NIL))));"
"c055",0,1,3,1201.834856323,1233503,-98.63959951039858,-9.469622969906267,-53.370174134087804,".(C v0_) = .(.(CONS .(DIGIT 7)) .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 8)) NIL))));"
"c055",0,1,3,1201.9707354339998,1233544,-83.24695365314052,-12.129882507172129,-40.6377878140956,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) v4_))))) = .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) v4_)))); HEAD = HEAD;"
"c055",0,1,3,1203.6495467609998,1233986,-78.75956650280881,-13.864072124578707,-37.88459028117047,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) v4_))))) = .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) v4_))));"
"c055",0,1,3,1203.654798529,1233988,-72.92089236764687,-18.769346903017134,-36.95119092444696,".(C .(.(CONS v0_) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) v4_))))) = .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS v0_) .(.(CONS .(DIGIT v1_)) v4_))));"
"c055",0,1,3,1205.4120311989998,1234426,-78.75956650280881,-5.375278407684165,-29.395796564275926,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) v4_))))) = .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) v4_))));"
"c055",0,1,3,1205.437614876,1234431,-72.92089236764687,-9.87508807801443,-28.056932099444253,".(C .(.(CONS v0_) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) v4_))))) = .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS v0_) .(.(CONS .(DIGIT v1_)) v4_))));"
"c055",0,1,3,1205.5075792429998,1234445,-72.72173028679379,-9.87508807801443,-27.857770018591168,".(C .(v0_ .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) v4_))))) = .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(v0_ .(.(CONS .(DIGIT v1_)) v4_))));"
"c055",0,1,3,1205.5751688189998,1234456,-72.51738220309961,-9.806095206527479,-27.58442906341005,".(C .(.(CONS .(DIGIT v0_)) .(v1_ .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) v4_))))) = .(.(CONS .(DIGIT v2_)) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v0_)) .(v1_ v4_))));"
"c055",0,1,3,1205.593899537,1234461,-72.28398490540981,-9.806095206527479,-27.351031765720244,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS v2_) .(.(CONS .(DIGIT v3_)) v4_))))) = .(.(CONS v2_) .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) v4_))));"
"c055",0,1,3,1205.6779486029998,1234479,-71.96553117429127,-9.806095206527479,-27.032578034601705,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS v3_) v4_))))) = .(.(CONS .(DIGIT v2_)) .(.(CONS v3_) .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) v4_))));"
"c055",0,1,3,1206.075857721,1234562,-71.96553117429127,-9.56493314971059,-26.791415977784816,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) .(.(CONS .(DIGIT v2_)) .(.(CONS v3_) v4_))))) = .(.(CONS .(DIGIT v2_)) .(.(CONS v3_) .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) v4_))));"
"c055",0,1,3,1207.181936664,1234801,-65.09865907499473,-14.209324048851963,-24.568934777629643,".(C .(.(CONS .(DIGIT v0_)) .(v1_ .(v2_ .(.(CONS .(DIGIT v3_)) v4_))))) = .(v2_ .(.(CONS .(DIGIT v3_)) .(.(CONS .(DIGIT v0_)) .(v1_ v4_))));"
