problem,run,order,trial,time,count,lrest,lmeta,lposterior,trs
"c065",0,1,1,0.00004553,1,-inf,-0.6931471805599453,-inf,""
"c065",0,1,1,0.432597881,431,-5.650537960137389,-8.787525625532906,-18.580105255214487,"C = TAIL;"
"c065",0,1,2,601.656309908,916044,-inf,-1.3862943611198906,-inf,""
"c065",0,1,2,602.041056272,916060,-23.7512146754466,-30.408233310261902,-39.12418912358623,"C = TAIL;"
"c065",0,1,2,602.068252462,916086,-28.708605455024045,-18.68381591119794,-32.357162504099705,"+ = +; C = TAIL;"
"c065",0,1,2,602.13337974,916159,-28.23860182577831,-14.2893667565255,-27.492709720181534,"IF = IF; C = TAIL;"
"c065",0,1,2,602.250080297,916292,-21.08907461659091,-15.107265642057923,-21.161081396526555,"C = .(.(IF FALSE) NIL);"
"c065",0,1,2,602.324847995,916377,-23.7512146754466,-11.929211811709976,-20.6451676250343,"C = TAIL;"
"c065",0,1,2,606.698412603,919402,-23.7512146754466,-11.90104093474328,-20.616996748067606,"C = TAIL;"
"c065",0,1,2,679.1035937199999,947994,-16.95894606393653,-16.91737424995417,-18.841061451768425,"C = .(CONS .(DIGIT 9));"
"c065",0,1,2,914.326354395,1029894,-16.95894606393653,-16.78384285732965,-18.707530059143902,"C = .(CONS .(DIGIT 9));"
"c065",0,1,3,1200.875681898,1122980,-inf,-1.3862943611198906,-inf,""
"c065",0,1,3,1201.1696232170002,1122987,-160.74360088346162,-10.663545438378701,-142.07223962064836,".(C v0_) = .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 1)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 0)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 7)) NIL)))))); .(C .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 8)) NIL)))) = .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 2)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 7)) NIL)))));"
