problem,run,order,trial,time,count,lrest,lmeta,lposterior,trs
"c042",4,1,6,3283.106634766,2065800,-70.29955847534968,-36.13724713016904,-88.39766250840495,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) v2_))) = .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 2)) NIL)); IF = .(.(.(IF TRUE) .(.(.(.(.(IF .(EMPTY .(.(.(IF TRUE) .(TAIL NIL)) NIL))) .(IF TRUE)) .(IF .(EMPTY NIL))) IF) IF)) IF);"
"c042",3,1,6,3032.460404821,1946196,-82.60518017525352,-43.57062273706077,-108.10429043175799,".(C .(.(CONS .(DIGIT v0_)) .(.(CONS .(DIGIT v1_)) v2_))) = .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 2)) NIL)); > = .(.(.(.(.(IF FALSE) .(IF .(EMPTY .(TAIL .(.(CONS .(.(.(.(.(IF TRUE) -) +) NAN) .(HEAD NIL))) .(C NIL)))))) .(IF FALSE)) EQUAL) .(.(.(IF TRUE) >) EQUAL));"
"c042",2,1,2,1131.866678412,1239140,-136.51669761151715,-21.865985341879565,-143.8115009072518,".(op26 .(.(CONS .(DIGIT 2)) NIL)) = .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 2)) NIL)); .(op27 v0_) = .(.(CONS .(DIGIT 2)) NIL); .(C v0_) = .(op26 .(op27 v0_)); .(C .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 8)) .(.(CONS .(DIGIT 0)) NIL))))) = .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 2)) NIL)); HEAD = .(.(.(IF FALSE) HEAD) HEAD);"
"c042",2,1,11,6546.662791723,2541861,-60.200448684847004,-18.953140728131345,-56.729724741699314,".(op26 NIL) = .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 2)) NIL)); .(op27 v0_) = NIL; .(C v0_) = .(op26 .(op27 v0_)); C = C;"
"c042",1,1,1,517.026482716,698017,-inf,-22.26188099897158,-inf,".(CONS .(DIGIT 1)) = TAIL;"
"c042",3,1,1,77.389687156,146999,-inf,-28.06245403860254,-inf,"TAIL = TAIL; 8 = 1;"
"c042",4,1,1,249.128179752,438589,-10.831072291029042,-23.60995414727127,-39.274515091979964,"C = .(CONS .(DIGIT 1));"
"c042",0,1,1,260.649120704,380601,-inf,-29.978965212803068,-inf,".(v0_ DIGIT) = .(.(IF TRUE) NIL);"
"c042",4,1,1,345.066800636,594240,-8.974774300663416,-23.099609408342626,-36.907872362685694,"C = .(.(IF FALSE) NIL);"
"c042",0,1,3,1304.9293476399998,1195178,-inf,-16.529927647348686,-inf,".(v0_ v1_) = .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 2)) NIL));"
