problem,run,order,trial,time,count,lrest,lmeta,lposterior,trs
"c005",0,1,1,0.00001852,1,-inf,-0.6931471805599453,-inf,""
"c005",0,1,1,0.016734213,26,-5.650537960137389,-6.302618975744905,-16.81139808421292,"C = TAIL;"
"c005",0,1,2,601.097280224,777507,-inf,-1.3862943611198906,-inf,""
"c005",0,1,2,601.592938623,777512,-25.20952447389832,-14.694831864633663,-32.35162150062838,"+ = +; C = TAIL;"
"c005",0,1,2,601.608301789,777535,-20.25213369432088,-17.58520362252983,-30.284602478947104,"C = TAIL;"
"c005",0,1,2,601.67838363,777583,-20.25213369432088,-11.929211811709976,-24.62861066812725,"C = TAIL;"
"c005",0,1,2,601.7212829250001,777631,-20.25213369432088,-7.940227765145702,-20.639626621562975,"C = TAIL;"
"c005",0,1,2,603.571980519,779751,-17.23984971255206,-9.07658038179666,-18.763695256445118,".(C v0_) = .(.(CONS .(DIGIT 9)) NIL);"
"c005",0,1,2,603.6817014410001,779805,-17.23984971255206,-8.594154232552366,-18.281269107200824,".(C v0_) = .(.(CONS .(DIGIT 9)) NIL);"
"c005",0,1,3,1201.4812420540002,1052788,-inf,-1.3862943611198906,-inf,""
"c005",0,1,3,1202.765399392,1052801,-28.01408522804629,-10.46287474291655,-20.537159342342136,".(C v0_) = .(.(CONS .(DIGIT 9)) NIL);"
"c005",0,1,3,1203.203964769,1052948,-28.01408522804629,-10.211560314635642,-20.28584491406123,".(C v0_) = .(.(CONS .(DIGIT 9)) NIL);"
"c005",0,1,3,1203.253687692,1052975,-28.01408522804629,-10.162770150466212,-20.237054749891797,".(C v0_) = .(.(CONS .(DIGIT 9)) NIL);"
"c005",0,1,3,1204.326995137,1053370,-21.886435516697492,-15.299156649868026,-19.24579153794481,".(C v0_) = NIL;"
"c005",0,1,3,1256.954208482,1063577,-21.886435516697492,-15.0924363820288,-19.039071270105588,".(C v0_) = NIL;"
"c005",0,1,3,1311.565712132,1073234,-21.886435516697492,-15.004329114518534,-18.95096400259532,".(C v0_) = NIL;"
"c005",0,1,4,1801.291020066,1162122,-inf,-1.3862943611198906,-inf,""
"c005",0,1,4,1801.627535902,1162152,-326.08814599835074,-16.545525752644995,-316.0437715862531,".(C NIL) = NIL; .(C .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 3)) v0_))) = .(.(CONS .(DIGIT 9)) .(C v0_)); .(C .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 4)) v0_))) = .(.(CONS .(DIGIT 5)) .(C v0_)); .(C .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) v0_))) = .(.(CONS .(DIGIT 8)) .(C v0_)); .(C .(.(CONS .(DIGIT 2)) v0_)) = .(C v0_); .(C .(.(CONS .(DIGIT 4)) v0_)) = .(C v0_); .(C .(.(CONS .(DIGIT 0)) v0_)) = .(C v0_); .(C .(.(CONS .(DIGIT 7)) v0_)) = .(C v0_); .(C .(.(CONS .(DIGIT 6)) v0_)) = .(C v0_); .(C .(.(CONS .(DIGIT 9)) v0_)) = .(C v0_); .(C .(.(CONS .(DIGIT 1)) v0_)) = .(C v0_); .(C .(.(CONS .(DIGIT 5)) v0_)) = .(C v0_); .(C .(.(CONS .(DIGIT 3)) v0_)) = .(C v0_); .(C .(.(CONS .(DIGIT 8)) v0_)) = .(C v0_);"
"c005",0,1,4,1802.1858560900002,1162237,-141.91243894539224,-18.943421025443364,-134.26595980609298,".(C NIL) = NIL; .(C .(.(CONS .(DIGIT 5)) .(.(CONS .(DIGIT 3)) v0_))) = .(.(CONS .(DIGIT 9)) .(C v0_)); .(C .(.(CONS .(DIGIT 9)) .(.(CONS .(DIGIT 4)) v0_))) = .(.(CONS .(DIGIT 5)) .(C v0_)); .(C .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 4)) v0_))) = .(.(CONS .(DIGIT 8)) .(C v0_)); .(C .(.(CONS .(DIGIT v0_)) v1_)) = .(C v1_);"
"c005",0,1,4,1803.3736851820001,1162466,-38.81147857493097,-10.868339851024714,-23.089918261213064,".(C v0_) = .(.(CONS .(DIGIT 5)) NIL);"
"c005",0,1,4,1853.8659877710002,1170859,-38.830412619516835,-10.227308671603781,-22.46782112637799,".(C v0_) = .(.(CONS .(DIGIT 9)) NIL);"
"c005",0,1,4,1857.2236223490002,1171436,-28.199790952375203,-15.593576700060327,-17.203467487692905,".(C v0_) = NIL;"
