problem,run,order,trial,time,count,generalizes,lprior,llikelihood,lposterior,trs
"c097",0,4,1,0.00454314,23,true,-9.112948025967533,-0.0010005003335835344,-9.113948526301117,"C = TAIL;"
"c097",0,4,2,601.686200236,939087,true,-25.424430642783552,-48.053930907990875,-73.47836155077442,"C = .(.(.(.(.(IF TRUE) IF) IF) FALSE) NIL);"
"c097",0,4,2,601.695759845,939091,true,-10.75055681536833,-54.04045906087897,-64.7910158762473,"C = TAIL;"
"c097",0,4,2,601.931474077,939170,true,-16.701199367956058,-48.053930907990875,-64.75513027594693,"C = .(.(IF FALSE) NIL);"
"c097",0,4,2,602.010307786,939201,true,-10.62230247984465,-0.16249945354219825,-10.784801933386849,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 1)) 1)) .(.(CONS .(.(DECC .(DIGIT 2)) 1)) .(.(CONS .(.(DECC .(DIGIT 4)) 3)) .(.(CONS .(.(DECC .(DIGIT 1)) 9)) .(.(CONS .(.(DECC .(DIGIT 3)) 9)) .(.(CONS .(.(DECC .(DIGIT 8)) 7)) .(.(CONS .(DIGIT 7)) .(.(CONS .(.(DECC .(DIGIT 8)) 9)) .(.(CONS .(DIGIT 0)) .(.(CONS .(.(DECC .(DIGIT 5)) 7)) NIL))))))))));"
"c097",0,4,3,1200.952481536,1102859,true,-10.75055681536833,-108.19033008675567,-118.94088690212399,"C = TAIL;"
"c097",0,4,3,1201.246243144,1102924,true,-16.701199367956058,-96.21724923716269,-112.91844860511875,"C = .(.(IF FALSE) NIL);"
"c097",0,4,3,1201.3709792959999,1102945,true,-12.26690430473642,-27.033398094668357,-39.30030239940478,".(C v0_) = .(.(CONS .(.(DECC .(DIGIT 1)) 1)) .(.(CONS .(.(DECC .(DIGIT 2)) 1)) .(.(CONS .(.(DECC .(DIGIT 4)) 3)) .(.(CONS .(.(DECC .(DIGIT 1)) 9)) .(.(CONS .(.(DECC .(DIGIT 3)) 9)) .(.(CONS .(.(DECC .(DIGIT 8)) 7)) .(.(CONS .(DIGIT 7)) .(.(CONS .(.(DECC .(DIGIT 8)) 9)) .(.(CONS .(DIGIT 0)) .(.(CONS .(.(DECC .(DIGIT 5)) 7)) NIL))))))))));"
"c097",0,4,3,1202.977014455,1103258,true,-12.062109892090405,-0.4343714640418246,-12.496481356132229,".(C .(.(CONS .(.(DECC .(DIGIT 3)) 9)) .(.(CONS .(.(DECC .(DIGIT 8)) 7)) NIL))) = .(.(CONS .(.(DECC .(DIGIT 1)) 1)) .(.(CONS .(.(DECC .(DIGIT 2)) 1)) .(.(CONS .(.(DECC .(DIGIT 4)) 3)) .(.(CONS .(.(DECC .(DIGIT 1)) 9)) .(.(CONS .(.(DECC .(DIGIT 3)) 9)) .(.(CONS .(.(DECC .(DIGIT 8)) 7)) .(.(CONS .(DIGIT 7)) .(.(CONS .(.(DECC .(DIGIT 8)) 9)) .(.(CONS .(DIGIT 0)) .(.(CONS .(.(DECC .(DIGIT 5)) 7)) NIL)))))))))); .(C v0_) = .(.(CONS .(.(DECC .(DIGIT 1)) 1)) .(.(CONS .(.(DECC .(DIGIT 2)) 1)) .(.(CONS .(.(DECC .(DIGIT 4)) 3)) .(.(CONS .(.(DECC .(DIGIT 1)) 9)) .(.(CONS .(.(DECC .(DIGIT 1)) 5)) .(.(CONS .(.(DECC .(DIGIT 9)) 6)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 7)) .(.(CONS .(.(DECC .(DIGIT 8)) 9)) .(.(CONS .(DIGIT 0)) .(.(CONS .(.(DECC .(DIGIT 5)) 7)) NIL)))))))))));"
"c097",0,4,4,1800.897652723,1207613,true,-10.75055681536833,-162.46551334452818,-173.2160701598965,"C = TAIL;"
