problem,run,order,trial,time,count,generalizes,lprior,llikelihood,lposterior,trs
"c082",0,5,1,0.01721205,26,true,-9.112948025967533,-0.0010005003335835344,-9.113948526301117,"C = TAIL;"
"c082",0,5,2,602.058365749,567576,true,-19.879253198303996,-7.524941877322663,-27.40419507562666,"C = .(.(IF FALSE) .(TAIL NIL));"
"c082",0,5,2,602.0594781230001,567578,true,-10.75055681536833,-7.516692662606804,-18.267249477975135,"C = TAIL;"
"c082",0,5,2,602.230558354,567650,true,-16.701199367956058,-0.11177062155895313,-16.81296998951501,"C = .(.(IF TRUE) NIL);"
"c082",0,5,2,602.2696540630001,567701,true,-10.399158928530442,-0.11177062155895313,-10.510929550089395,".(C v0_) = NIL;"
"c082",0,5,3,1202.860687662,1213294,true,-10.75055681536833,-22.22364891244812,-32.974205727816454,"C = TAIL;"
"c082",0,5,3,1203.006317656,1213375,true,-12.816012115073427,-6.3197655415788345,-19.135777656652262,".(C v0_) = NIL;"
"c082",0,5,3,1203.6317239329999,1213990,true,-13.23546346515633,-0.333516712430015,-13.568980177586345,".(C .(.(CONS .(.(DECC .(DIGIT 9)) 6)) .(.(CONS .(.(DECC .(DIGIT 4)) 0)) NIL))) = NIL; .(C .(.(CONS .(.(DECC .(DIGIT 9)) 1)) .(.(CONS .(.(DECC .(DIGIT 7)) 5)) .(.(CONS .(DIGIT 3)) .(.(CONS .(DIGIT 6)) .(.(CONS .(DIGIT 8)) .(.(CONS .(.(DECC .(DIGIT 4)) 2)) .(.(CONS .(.(DECC .(DIGIT 1)) 1)) .(.(CONS .(DIGIT 4)) .(.(CONS .(DIGIT 1)) .(.(CONS .(.(DECC .(DIGIT 6)) 0)) NIL))))))))))) = .(.(CONS .(DIGIT 3)) NIL); C = TAIL;"
"c082",0,5,3,1204.2828009399998,1214519,true,-12.611217702427414,-0.333516712430015,-12.944734414857429,".(C .(.(CONS .(.(DECC .(DIGIT 9)) 6)) .(.(CONS .(.(DECC .(DIGIT 4)) 0)) NIL))) = NIL; .(C v0_) = .(.(CONS .(DIGIT 3)) NIL);"
"c082",0,5,4,1802.678974102,1661583,true,-10.75055681536833,-29.95006210603699,-40.70061892140532,"C = TAIL;"
"c082",0,5,4,1802.775538186,1661654,true,-12.935358872705994,-6.641256694119858,-19.57661556682585,".(C v0_) = NIL;"
