# c2-024: C xs = (Replace 2 8 xs)
0,2,3,4;0,8,3,4
3,7,8,6,3,7,9,2,2;3,8,8,6,3,7,9,2,2
0,4,4,9,8,1,5;0,8,4,9,8,1,5
4,8,8;4,8,8
2,2,1,6,0,7;2,8,1,6,0,7
9,4,1,0,5,0,4;9,8,1,0,5,0,4
0,6,3,0,9,9,7,4,2;0,8,3,0,9,9,7,4,2
7,8;7,8
2,9,9,2,5,7,6,5,2;2,8,9,2,5,7,6,5,2
4,7,7,4,2,4,6,8,0,3;4,8,7,4,2,4,6,8,0,3
4,5,1,4,0,3,1,1,1,6;4,8,1,4,0,3,1,1,1,6
8,0,3,8,2;8,8,3,8,2
3,9;3,8
4,4,8,7,8;4,8,8,7,8
8,0,5,8,7,4;8,8,5,8,7,4
9,4,0,5,5;9,8,0,5,5
0,2,1,7,4,5,5,2;0,8,1,7,4,5,5,2
3,2,5,6;3,8,5,6
0,8,9,2,5,4;0,8,9,2,5,4
2,0,7;2,8,7
8,1,9,3,9,2;8,8,9,3,9,2
4,0;4,8
6,1,7,4,2,4,7,7,5,9;6,8,7,4,2,4,7,7,5,9
0,8,7,5,4,2,3,7,6;0,8,7,5,4,2,3,7,6
6,3;6,8
8,0,7,8,5,8;8,8,7,8,5,8
3,1,6,7,5,5,0;3,8,6,7,5,5,0
9,1,4,4;9,8,4,4
6,0,4,6,5,2;6,8,4,6,5,2
4,5,7,5,7;4,8,7,5,7
8,8,4,4,7,1,8,1,4,7;8,8,4,4,7,1,8,1,4,7
6,7,9,1;6,8,9,1
4,0,9,7,9,1;4,8,9,7,9,1
6,5;6,8
6,6,0,9,7;6,8,0,9,7
7,2,0,5,2,2,0,4,2,3;7,8,0,5,2,2,0,4,2,3
9,0,0,2,9,7,2,0,4;9,8,0,2,9,7,2,0,4
7,0,7,6,2,8;7,8,7,6,2,8
5,0,0,8,4,2,7;5,8,0,8,4,2,7
2,7,6,7,9,1,1,9,4,9;2,8,6,7,9,1,1,9,4,9
0,9,6,0,8,4,9,3;0,8,6,0,8,4,9,3
0,2,6,8;0,8,6,8
9,0,3,2,1,6,0;9,8,3,2,1,6,0
1,1,0;1,8,0
6,7,6,8,7,8,4;6,8,6,8,7,8,4
6,1,4,8,3,7,0,1,8,9;6,8,4,8,3,7,0,1,8,9
8,0,4,1,6,0,4,0;8,8,4,1,6,0,4,0
4,2;4,8
0,9,2,8,3,3,3;0,8,2,8,3,3,3
9,6,0,1,0,2,3;9,8,0,1,0,2,3
