# c2-036: C xs = Concat xs xs
9,6,4,4;9,6,4,4,9,6,4,4
0,7;0,7,0,7
4,6,1;4,6,1,4,6,1
;
5,0,8,7,4;5,0,8,7,4,5,0,8,7,4
5,6,9,4,2;5,6,9,4,2,5,6,9,4,2
7,9,8;7,9,8,7,9,8
9,3,6,5,7;9,3,6,5,7,9,3,6,5,7
2,4,8,2,5;2,4,8,2,5,2,4,8,2,5
9,2,3;9,2,3,9,2,3
6,7,0,1;6,7,0,1,6,7,0,1
0,5,9;0,5,9,0,5,9
6,5,9,9;6,5,9,9,6,5,9,9
8,1,4,0,3;8,1,4,0,3,8,1,4,0,3
5,5;5,5,5,5
9,3,0,0,7;9,3,0,0,7,9,3,0,0,7
7,9,2,4,1;7,9,2,4,1,7,9,2,4,1
9,0;9,0,9,0
7,0,8;7,0,8,7,0,8
0,0;0,0,0,0
9,7,4,4,2;9,7,4,4,2,9,7,4,4,2
9,2,1,3;9,2,1,3,9,2,1,3
7,5;7,5,7,5
6;6,6
9,9,2,3,5;9,9,2,3,5,9,9,2,3,5
9,5,0,8;9,5,0,8,9,5,0,8
0,8,8,7;0,8,8,7,0,8,8,7
9,5,2,5,2;9,5,2,5,2,9,5,2,5,2
2,7;2,7,2,7
1,2,6,4,6;1,2,6,4,6,1,2,6,4,6
5;5,5
8;8,8
5,6,9;5,6,9,5,6,9
7;7,7
9,7,2,6;9,7,2,6,9,7,2,6
3;3,3
8,8,6,4;8,8,6,4,8,8,6,4
2;2,2
3,9;3,9,3,9
8,1,4;8,1,4,8,1,4
7,2,7,8,2;7,2,7,8,2,7,2,7,8,2
2,6,7,4,4;2,6,7,4,4,2,6,7,4,4
4;4,4
4,2;4,2,4,2
7,0,9;7,0,9,7,0,9
9;9,9
5,4,5;5,4,5,5,4,5
9,5;9,5,9,5
7,2,7,4,6;7,2,7,4,6,7,2,7,4,6
7,2,5,5,0;7,2,5,5,0,7,2,5,5,0
