# c2-013: C xs = (If (< (Len xs) 2) xs (Remove 2 xs))
0;0
8,4,4,1,4,9,0;8,4,1,4,9,0
;
5;5
7;7
8;8
3,4,9;3,9
7,9;7
9;9
1,4,8,3,9,6;1,8,3,9,6
3,5,6,5;3,6,5
7,5,8;7,8
4;4
2;2
6,0,8,2,4;6,8,2,4
0,5,9,2,2,6;0,9,2,2,6
0,4,3,4,3,6,8,0;0,3,4,3,6,8,0
6,9,7,7,7,7,4,2,2,5;6,7,7,7,7,4,2,2,5
8,6;8
9,4,0,0,0,5,5,6;9,0,0,0,5,5,6
4,2;4
3,9,7,3,8;3,7,3,8
3,6,8,1,3;3,8,1,3
1,2,5,8,5,9,6,4,9,6;1,5,8,5,9,6,4,9,6
3;3
8,1,1,1,4;8,1,1,4
3,4,9,5,3,6,1,7;3,9,5,3,6,1,7
5,6,8,0;5,8,0
1,8,2,6,4;1,2,6,4
5,1,3,9;5,3,9
6,6;6
6,4,3,5,0,6,0,0,5;6,3,5,0,6,0,0,5
2,0,5,9;2,5,9
6;6
4,1;4
3,2,6;3,6
6,8,8,0,3,8,0;6,8,0,3,8,0
1;1
1,4,3,0,5;1,3,0,5
6,5,3,2,6,2,5,7,9;6,3,2,6,2,5,7,9
5,7,8,6,7,1;5,8,6,7,1
5,2;5
4,5,2,5,6,3,3,8,7,9;4,2,5,6,3,3,8,7,9
2,0,1,5,4;2,1,5,4
6,2,4,9,2,2,6,4,2,2;6,4,9,2,2,6,4,2,2
5,8,8,8,5,0,2,3,2,3;5,8,8,5,0,2,3,2,3
0,3,4,4;0,4,4
9,7;9
2,0,7,1,1,7;2,7,1,1,7
2,4,3,5,6,1,9;2,3,5,6,1,9
