Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
37	:	1592958601.278	 33020.710	0	0	0	0	./run_single.sh out/1592958601/results c088_2 5 big_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c088_2.json ../../../../../list-routine-learning-rs/Cargo.toml
6	:	1592958601.222	 33021.097	0	0	0	0	./run_single.sh out/1592958601/results c082_1 5 big_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c082_1.json ../../../../../list-routine-learning-rs/Cargo.toml
41	:	1592958601.285	 33022.198	0	0	0	0	./run_single.sh out/1592958601/results c089_1 5 big_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c089_1.json ../../../../../list-routine-learning-rs/Cargo.toml
42	:	1592958601.287	 33022.620	0	0	0	0	./run_single.sh out/1592958601/results c089_2 5 big_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c089_2.json ../../../../../list-routine-learning-rs/Cargo.toml
38	:	1592958601.280	 33022.765	0	0	0	0	./run_single.sh out/1592958601/results c088_3 5 big_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c088_3.json ../../../../../list-routine-learning-rs/Cargo.toml
8	:	1592958601.225	 33023.075	0	0	0	0	./run_single.sh out/1592958601/results c082_3 5 big_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c082_3.json ../../../../../list-routine-learning-rs/Cargo.toml
36	:	1592958601.276	 33023.134	0	0	0	0	./run_single.sh out/1592958601/results c088_1 5 big_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c088_1.json ../../../../../list-routine-learning-rs/Cargo.toml
7	:	1592958601.223	 33023.200	0	0	0	0	./run_single.sh out/1592958601/results c082_2 5 big_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c082_2.json ../../../../../list-routine-learning-rs/Cargo.toml
44	:	1592958601.291	 33023.441	0	0	0	0	./run_single.sh out/1592958601/results c089_4 5 big_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c089_4.json ../../../../../list-routine-learning-rs/Cargo.toml
43	:	1592958601.289	 33023.782	0	0	0	0	./run_single.sh out/1592958601/results c089_3 5 big_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c089_3.json ../../../../../list-routine-learning-rs/Cargo.toml
40	:	1592958601.284	 33024.051	0	0	0	0	./run_single.sh out/1592958601/results c088_5 5 big_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c088_5.json ../../../../../list-routine-learning-rs/Cargo.toml
9	:	1592958601.226	 33024.460	0	0	0	0	./run_single.sh out/1592958601/results c082_4 5 big_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c082_4.json ../../../../../list-routine-learning-rs/Cargo.toml
39	:	1592958601.282	 33024.445	0	0	0	0	./run_single.sh out/1592958601/results c088_4 5 big_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3/json/c088_4.json ../../../../../list-routine-learning-rs/Cargo.toml
