Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
2	:	1599249871.727	 33017.467	0	0	0	0	./run_single.sh out/1599249871/results c082_3 5 big_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c082_3.json ../../../../../list-routine-learning-rs/Cargo.toml
4	:	1599249871.732	 33023.786	0	0	0	0	./run_single.sh out/1599249871/results c084_4 5 big_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c084_4.json ../../../../../list-routine-learning-rs/Cargo.toml
6	:	1599249871.737	 33025.378	0	0	0	0	./run_single.sh out/1599249871/results c086_2 5 big_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c086_2.json ../../../../../list-routine-learning-rs/Cargo.toml
7	:	1599249871.740	 33025.411	0	0	0	0	./run_single.sh out/1599249871/results c087_2 5 big_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c087_2.json ../../../../../list-routine-learning-rs/Cargo.toml
1	:	1599249871.725	 33026.524	0	0	0	0	./run_single.sh out/1599249871/results c081_4 5 big_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c081_4.json ../../../../../list-routine-learning-rs/Cargo.toml
5	:	1599249871.735	 33029.074	0	0	0	0	./run_single.sh out/1599249871/results c085_5 5 big_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c085_5.json ../../../../../list-routine-learning-rs/Cargo.toml
3	:	1599249871.730	 33035.412	0	0	0	0	./run_single.sh out/1599249871/results c083_3 5 big_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c083_3.json ../../../../../list-routine-learning-rs/Cargo.toml
9	:	1599282895.524	 33018.728	0	0	0	0	./run_single.sh out/1599249871/results c089_5 5 big_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c089_5.json ../../../../../list-routine-learning-rs/Cargo.toml
12	:	1599282898.253	 33018.194	0	0	0	0	./run_single.sh out/1599249871/results c092_1 5 big_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c092_1.json ../../../../../list-routine-learning-rs/Cargo.toml
8	:	1599282889.202	 33029.861	0	0	0	0	./run_single.sh out/1599249871/results c088_5 5 big_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c088_5.json ../../../../../list-routine-learning-rs/Cargo.toml
11	:	1599282897.156	 33022.516	0	0	0	0	./run_single.sh out/1599249871/results c091_1 5 big_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c091_1.json ../../../../../list-routine-learning-rs/Cargo.toml
14	:	1599282907.148	 33023.282	0	0	0	0	./run_single.sh out/1599249871/results c094_3 5 big_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c094_3.json ../../../../../list-routine-learning-rs/Cargo.toml
10	:	1599282897.121	 33035.809	0	0	0	0	./run_single.sh out/1599249871/results c090_1 5 big_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c090_1.json ../../../../../list-routine-learning-rs/Cargo.toml
13	:	1599282900.814	 33037.925	0	0	0	0	./run_single.sh out/1599249871/results c093_1 5 big_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c093_1.json ../../../../../list-routine-learning-rs/Cargo.toml
15	:	1599315914.266	 33019.398	0	0	0	0	./run_single.sh out/1599249871/results c095_4 5 big_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c095_4.json ../../../../../list-routine-learning-rs/Cargo.toml
16	:	1599315916.452	 33018.403	0	0	0	0	./run_single.sh out/1599249871/results c096_1 5 big_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c096_1.json ../../../../../list-routine-learning-rs/Cargo.toml
18	:	1599315919.678	 33019.918	0	0	0	0	./run_single.sh out/1599249871/results c098_1 5 big_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c098_1.json ../../../../../list-routine-learning-rs/Cargo.toml
17	:	1599315919.069	 33021.487	0	0	0	0	./run_single.sh out/1599249871/results c097_1 5 big_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c097_1.json ../../../../../list-routine-learning-rs/Cargo.toml
20	:	1599315932.935	 33017.019	0	0	0	0	./run_single.sh out/1599249871/results c100_1 5 big_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c100_1.json ../../../../../list-routine-learning-rs/Cargo.toml
19	:	1599315930.436	 33020.074	0	0	0	0	./run_single.sh out/1599249871/results c099_3 5 big_simulation.toml /home/rule/library/list-routines-model-comparison/waves/3_1/json/c099_3.json ../../../../../list-routine-learning-rs/Cargo.toml
